series_title,series_type,series_episodes,my_watched_episodes,my_status
Saki Zenkoku-hen,TV,13,13,On-Hold
Sakigake!! Cromartie Koukou,TV,26,26,On-Hold
Sakigake!! Otokojuku,TV,34,34,On-Hold
Sakigake!! Otokojuku Movie,Movie,1,1,On-Hold
Sakura no Mori,OVA,2,0,Dropped
Sakura Quest,TV,25,25,On-Hold
Sakura Taisen,TV,25,25,On-Hold
Sakura Taisen: Ecole de Paris,OVA,3,3,On-Hold
Sakura Taisen: Gouka Kenran,OVA,6,6,On-Hold
Sakura Taisen: Katsudou Shashin,Movie,1,1,On-Hold
Sakura Taisen: Le Nouveau Paris,OVA,3,3,On-Hold
Sakura Taisen: Ouka Kenran,OVA,4,4,On-Hold
Sakura Taisen: Sumire,OVA,1,1,On-Hold
Sakura Trick,TV,12,12,On-Hold
Sakura Tsuushin,OVA,12,12,On-Hold
Sakura-sou no Pet na Kanojo,TV,24,24,On-Hold
Sakurada Reset,TV,24,24,On-Hold
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,TV,12,12,On-Hold
Salamander,OVA,3,3,On-Hold
Salaryman Kintarou,TV,20,20,On-Hold
Samayou Midara na Lunatics,OVA,2,2,On-Hold
Samurai 7,TV,26,26,On-Hold
Samurai Champloo,TV,26,26,On-Hold
Samurai Deeper Kyou,TV,26,26,On-Hold
Samurai Flamenco,TV,22,22,On-Hold
Samurai Girl Real Bout High School,TV,13,13,On-Hold
Samurai Hormone The Animation,OVA,1,1,On-Hold
Sankarea,TV,12,12,On-Hold
Sankarea OVA,OVA,2,2,On-Hold
Sankarea: Wagahai mo... Zombie de Aru...,Special,1,1,On-Hold
Sansha Sanyou,TV,12,12,On-Hold
Sansha Sanyou Specials,Special,3,3,On-Hold
Sanzoku no Musume Ronja,TV,26,26,On-Hold
Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,Movie,1,1,On-Hold
Saraiya Goyou,TV,12,12,On-Hold
Sarazanmai,TV,11,11,On-Hold
Saredo Tsumibito wa Ryuu to Odoru,TV,12,12,On-Hold
Sasameki Koto,TV,13,13,On-Hold
Sasami-san@Ganbaranai,TV,12,12,On-Hold
Sasami: Mahou Shoujo Club,TV,13,13,On-Hold
Sasami: Mahou Shoujo Club 2,TV,13,13,On-Hold
Satsuriku no Tenshi,TV,16,12,On-Hold
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Movie,1,1,On-Hold
Sayonara Zetsubou Sensei,TV,12,12,On-Hold
Sayonara Zetsubou Sensei Special,Special,1,1,On-Hold
School,OVA,2,2,On-Hold
School Days,TV,12,12,On-Hold
School Days: Magical Heart Kokoro-chan,OVA,1,1,On-Hold
School Days: Valentine Days,OVA,1,1,On-Hold
School Rumble,TV,26,26,On-Hold
School Rumble Ni Gakki,TV,26,26,On-Hold
School Rumble San Gakki,OVA,2,2,On-Hold
School Rumble: Ichi Gakki Hoshuu,OVA,2,2,On-Hold
Schwarzesmarken,TV,12,12,On-Hold
Sci-fi Harry,TV,20,20,On-Hold
Scrapped Princess,TV,24,24,On-Hold
SD Gundam Force,TV,52,52,On-Hold
SD Gundam Sangokuden Brave Battle Warriors,TV,51,51,On-Hold
Secret Journey,OVA,2,2,On-Hold
SeeIn AO,OVA,2,2,On-Hold
Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,OVA,1,1,On-Hold
Sei Juushi Bismarck,TV,51,51,On-Hold
Sei Michaela Gakuen Hyouryuuki,OVA,2,0,Dropped
Sei Michaela Gakuen Hyouryuuki II,OVA,2,0,Dropped
Sei Yariman Gakuen Enkou Nikki The Animation,OVA,1,1,On-Hold
Sei Yariman Sisters Pakopako Nikki The Animation,OVA,1,1,On-Hold
Seihou Bukyou Outlaw Star,TV,24,24,On-Hold
Seihou Bukyou Outlaw Star Pilot,Special,1,1,On-Hold
Seihou Bukyou Outlaw Star Specials,Special,2,2,On-Hold
Seihou Tenshi Angel Links,TV,13,13,On-Hold
Seijun Kango Gakuin,OVA,3,3,On-Hold
Seikai no Danshou: Tanjou,Special,1,1,On-Hold
Seikai no Monshou,TV,13,13,On-Hold
Seikai no Senki,TV,13,13,On-Hold
Seikai no Senki II,TV,10,10,On-Hold
Seikai no Senki III,OVA,2,2,On-Hold
Seikaisuru Kado,TV,12,12,On-Hold
Seikaisuru Kado: Ekwari,Special,1,1,On-Hold
Seikaisuru Kado: Ninovo,ONA,1,1,On-Hold
Seikatsu Shuukan The Animation,OVA,2,2,On-Hold
Seiken no Blacksmith,TV,12,12,On-Hold
Seiken Tsukai no World Break,TV,12,12,On-Hold
Seikima II Humane Society: Jinrui Ai ni Michita Shakai,OVA,1,1,On-Hold
Seikimatsu Occult Gakuin,TV,13,13,On-Hold
Seikoku no Dragonar,TV,12,12,On-Hold
Seikon no Qwaser,TV,24,24,On-Hold
Seikon no Qwaser II,TV,12,12,On-Hold
Seikon no Qwaser II Picture Drama,Special,4,4,On-Hold
Seikon no Qwaser Picture Drama,Special,16,16,On-Hold
Seikon no Qwaser: Jotei no Shouzou,OVA,1,1,On-Hold
Seikou!: Osananajimi wa Terekusasou ni Uso wo Tsuku,OVA,1,1,On-Hold
Seikoujo: Haitoku no Biden Dorei,OVA,2,2,On-Hold
Seirei no Moribito,TV,26,26,On-Hold
Seireitsukai no Blade Dance,TV,12,12,On-Hold
Seireitsukai no Blade Dance Specials,Special,6,6,On-Hold
Seiren,TV,12,12,On-Hold
Seisai,OVA,2,2,On-Hold
Seisen Gakuin,OVA,1,1,On-Hold
Seisenshi Dunbine,TV,49,49,On-Hold
Seishou Jogangu Alice Doll,OVA,2,2,On-Hold
Seishoujo Kantai Virgin Fleet,OVA,3,0,Dropped
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,13,13,On-Hold
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama,Special,5,5,On-Hold
"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",OVA,1,1,On-Hold
Seitokai no Ichizon,TV,12,12,On-Hold
Seitokai no Ichizon Lv.2,ONA,10,10,On-Hold
Seitokai Yakuindomo,TV,13,13,On-Hold
Seitokai Yakuindomo Movie,Movie,1,1,On-Hold
Seitokai Yakuindomo OVA,OVA,8,8,On-Hold
Seitokai Yakuindomo*,TV,13,13,On-Hold
Seitokaichou Hikaru,OVA,1,1,On-Hold
Sekai de Ichiban Tsuyoku Naritai!,TV,12,12,On-Hold
Sekai de Ichiban Tsuyoku Naritai! Specials,Special,6,6,On-Hold
Sekai Seifuku: Bouryaku no Zvezda,TV,12,12,On-Hold
Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,Special,1,1,On-Hold
Sekirei,TV,12,12,On-Hold
Sekirei: Hajimete no Otsukai,Special,1,1,On-Hold
Sekirei: Pure Engagement,TV,13,13,On-Hold
Sekirei: Pure Engagement Episode 0,Special,1,1,On-Hold
Sekkou Boys,TV,12,12,On-Hold
Selector Destructed WIXOSS Movie,Movie,1,1,On-Hold
Selector Infected WIXOSS,TV,12,12,On-Hold
Selector Spread WIXOSS,TV,12,12,On-Hold
Seme?Chichi,OVA,2,2,On-Hold
Sen to Chihiro no Kamikakushi,Movie,1,1,On-Hold
Sengoku Basara,TV,12,12,On-Hold
Sengoku Basara Movie: The Last Party,Movie,1,1,On-Hold
Sengoku Basara Two,TV,12,12,On-Hold
"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",Special,1,1,On-Hold
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,Special,1,1,On-Hold
Sengoku Kitan Youtouden,OVA,3,3,On-Hold
Sengoku Night Blood,TV,12,12,On-Hold
Sengoku Otome: Momoiro Paradox,TV,13,13,On-Hold
Senjuushi,TV,12,1,Watching
Senki Zesshou Symphogear,TV,13,13,On-Hold
Senki Zesshou Symphogear AXZ,TV,13,13,On-Hold
Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,Special,4,4,On-Hold
Senki Zesshou Symphogear G,TV,13,13,On-Hold
Senki Zesshou Symphogear GX,TV,13,13,On-Hold
Senki Zesshou Symphogear XV,TV,13,13,On-Hold
Senkou no Night Raid,TV,13,13,On-Hold
Senkou no Night Raid Specials,Special,3,3,On-Hold
Senkou no Night Raid: Yogen,Special,1,1,On-Hold
Sennen Joyuu,Movie,1,1,On-Hold
Senran Kagura,TV,12,12,On-Hold
Senran Kagura Estival Versus: Shoujo-tachi no Sentaku,OVA,1,1,On-Hold
Senran Kagura Shinovi Master: Tokyo Youma-hen,TV,12,12,On-Hold
Senran Kagura Specials,Special,6,6,On-Hold
Senryuu Shoujo,TV,12,12,On-Hold
Sensitive Pornograph,OVA,1,0,Dropped
Sentakuya Shin-chan,OVA,2,2,On-Hold
Sentou Yousei Shoujo Tasukete! Mave-chan,OVA,1,0,Dropped
Sentou Yousei Yukikaze,OVA,5,5,On-Hold
Senya Ichiya Monogatari,Movie,1,0,Dropped
Senyoku no Sigrdrifa,TV,0,0,Plan to Watch
Senyuu.,TV,13,13,On-Hold
Senyuu. 2,TV,13,13,On-Hold
Senyuu. Specials,Special,4,4,On-Hold
Septem Charm Magical Kanan: SP Summer Camp,Special,2,2,On-Hold
Seraphim Call,TV,12,12,On-Hold
Serial Experiments Lain,TV,13,13,On-Hold
Servant x Service,TV,13,13,On-Hold
Seto no Hanayome,TV,26,26,On-Hold
Sewayaki Kitsune no Senko-san,TV,12,12,Watching
Sexfriend,OVA,2,2,On-Hold
Sexy Commando Gaiden: Sugoiyo!! Masaru-san,TV,48,48,On-Hold
Sexy Sailor Soldiers,OVA,1,1,On-Hold
SF Lolita Fantasy Ome-1,OVA,2,2,On-Hold
Shachiku: Kuruma no Naka de Kattemasu,OVA,1,0,Dropped
"Shachou, Battle no Jikan Desu!",TV,12,3,Watching
Shadow Skill,OVA,1,1,On-Hold
Shadow Skill (1996),OVA,3,3,On-Hold
Shadow Skill: Eigi,TV,26,26,On-Hold
Shadowverse (TV),TV,0,3,Watching
Shakkin Shimai,OVA,2,2,On-Hold
Shakugan no Shana,TV,24,24,On-Hold
Shakugan no Shana II (Second),TV,24,24,On-Hold
Shakugan no Shana III (Final),TV,24,24,On-Hold
Shakugan no Shana Movie,Movie,1,1,On-Hold
Shakugan no Shana S,OVA,4,4,On-Hold
Shakugan no Shana-tan,Special,4,2,On-Hold
Shakugan no Shana-tan II (Second),Special,3,3,On-Hold
Shakugan no Shana-tan III (Final): Final Destruction,Special,2,2,On-Hold
Shakugan no Shana-tan Movie,Special,1,1,On-Hold
Shakugan no Shana-tan S,Special,4,4,On-Hold
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,Special,8,8,On-Hold
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,Special,8,8,On-Hold
Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,OVA,1,1,On-Hold
Shakunetsu no Takkyuu Musume,TV,12,12,On-Hold
Shaman King,TV,64,64,On-Hold
Shamanic Princess,OVA,6,6,On-Hold
Shangri-La,TV,24,24,On-Hold
Shichinin no Nana,TV,25,25,On-Hold
Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,Special,1,1,On-Hold
Shichisei no Subaru,TV,12,12,On-Hold
Shigatsu wa Kimi no Uso,TV,22,22,On-Hold
Shigofumi,TV,12,12,On-Hold
Shigurui,TV,12,12,On-Hold
Shihaisha no Tasogare,OVA,1,1,On-Hold
Shiiba-san no Ura no Kao. with Imouto Lip,OVA,1,1,On-Hold
Shiiku x Kanojo: Tenshi no Kousoku-hen,OVA,4,4,On-Hold
Shikabane Hime: Aka,TV,13,13,On-Hold
Shikabane Hime: Kuro,TV,12,12,On-Hold
Shikatte Ingo: Misaki Shunin no Buka Kyouiku-hen,OVA,1,1,On-Hold
Shiki,TV,22,22,On-Hold
Shiki Specials,Special,2,2,On-Hold
Shikioriori,Movie,3,3,On-Hold
Shikkaku Ishi,OVA,2,0,Dropped
Shikkoku no Shaga The Animation,OVA,3,3,On-Hold
Shimai Ijiri,OVA,2,0,Dropped
Shimai Ningyou,OVA,1,1,On-Hold
Shimaizuma: Shimaizuma 3 The Animation,OVA,2,2,On-Hold
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,TV,12,12,On-Hold
Shin Chuuka Ichiban!,TV,12,12,Watching
Shin Cutey Honey,OVA,8,8,On-Hold
Shin Getter Robo,OVA,13,13,On-Hold
Shin Getter Robo tai Neo Getter Robo,OVA,4,4,On-Hold
Shin Hitou Meguri,OVA,2,2,On-Hold
"Shin Kimagure Orange?Road: Soshite, Ano Natsu no Hajimari",Movie,1,1,On-Hold
Shin Koihime†Musou,TV,12,12,On-Hold
"Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!",OVA,1,1,On-Hold
Shin Koihime†Musou: Live Revolution,OVA,1,1,On-Hold
Shin Koihime†Musou: Otome Tairan,TV,12,12,On-Hold
Shin Koihime†Musou: Otome Tairan - Gakuensai da yo! Zenin Shuugou no Koto,OVA,1,1,On-Hold
Shin Kujakuou,OVA,2,2,On-Hold
Shin Kyouhaku 2 The Animation: Kizu ni Saku Hana Senketsu no Kurenai,OVA,2,2,On-Hold
Shin Mazinger Shougeki! Z-hen,TV,26,26,On-Hold
Shin Reyon Densetsu: Mou Hitori no Flair,OVA,1,0,Dropped
Shin Reyon Densetsu: Shikkoku no Majin,OVA,1,0,Dropped
Shin Ringetsu,OVA,2,2,On-Hold
Shin Ruri-iro no Yuki,OVA,4,4,On-Hold
Shin Saishuu Chikan Densha,OVA,3,3,On-Hold
Shin Sakura Taisen the Animation,TV,12,3,Watching
Shin Sei Yariman Gakuen Enkou Nikki The Animation,OVA,1,1,On-Hold
Shin Seiki Den Mars,TV,13,7,On-Hold
Shin Taketori Monogatari: 1000-nen Joou,TV,42,42,On-Hold
Shin Tenchi Muyou!,TV,26,26,On-Hold
Shin Tenchi Muyou! Specials,Special,6,6,On-Hold
Shin-ban Megami Tantei Vinus File,OVA,2,2,On-Hold
Shinchou Yuusha: Kono Yuusha ga Ore Tsueee Kuse ni Shinchou Sugiru,TV,12,12,Watching
Shingeki no Bahamut: Genesis,TV,12,12,On-Hold
Shingeki no Bahamut: Virgin Soul,TV,24,24,On-Hold
Shingeki no Kyojin,TV,25,25,On-Hold
Shingeki no Kyojin Season 2,TV,12,12,On-Hold
Shingeki no Kyojin Season 3,TV,12,12,On-Hold
Shingeki no Kyojin Season 3 Part 2,TV,10,10,Watching
Shinigami no Ballad.,TV,6,6,On-Hold
Shining Hearts: Shiawase no Pan,TV,12,12,On-Hold
Shining May,OVA,1,0,Dropped
Shining Tears X Wind,TV,13,13,On-Hold
Shinjin Tour Conductor,OVA,1,1,On-Hold
Shinkai Densetsu Meremanoid,TV,24,0,Dropped
Shinkon Gattai Godannar!!,TV,13,13,On-Hold
Shinkon Gattai Godannar!! 2nd Season,TV,13,13,On-Hold
Shinmai Maou no Testament,TV,12,12,On-Hold
Shinmai Maou no Testament Burst,TV,10,10,On-Hold
Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,OVA,1,1,On-Hold
Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,OVA,1,1,On-Hold
Shino-sensei no Yuuwaku Jugyou,OVA,1,1,On-Hold
Shinrei Tantei Yakumo,TV,13,13,On-Hold
Shinreigari,TV,22,22,On-Hold
Shinryaku! Ika Musume,TV,12,12,On-Hold
Shinryaku!? Ika Musume,TV,12,12,On-Hold
Shinsei: Futanari Idol - Dekatama-kei!,OVA,2,2,On-Hold
Shinseiki Inma Seiden,OVA,6,6,On-Hold
Shinsekai yori,TV,25,25,On-Hold
Shinshou Genmukan,OVA,4,4,On-Hold
Shintaisou: Kari,OVA,4,4,On-Hold
Shintaisou: Shin,OVA,2,2,On-Hold
Shinzou Ningen Casshern,TV,35,35,On-Hold
Shiofuki Mermaid,OVA,1,0,Dropped
Shion no Ou,TV,22,22,On-Hold
Shirobako,TV,24,24,On-Hold
Shirogane no Ishi: Argevollen,TV,24,24,On-Hold
Shiroki Tenshi-tachi no Rondo,OVA,2,2,On-Hold
Shirokuma Cafe,TV,50,50,On-Hold
Shironeko Project: Zero Chronicle,TV,12,3,Watching
Shirouto Kurabu,OVA,1,0,Dropped
Shisha no Sho,Movie,1,1,On-Hold
Shisha no Teikoku,Movie,1,1,On-Hold
Shishunki Bishoujo Gattai Robo Z-Mind,OVA,6,6,On-Hold
Shishunki Sex,OVA,0,1,On-Hold
Shishunki Shoujo,OVA,2,2,On-Hold
Shitai wo Arau The Animation,OVA,3,3,On-Hold
Shitsurakuen,OVA,2,2,On-Hold
Shocking Pink!,OVA,2,2,On-Hold
Shokugeki no Souma: Gou no Sara,TV,0,0,Plan to Watch
Shokugeki no Souma: Shin no Sara,TV,12,12,Watching
Shokuzai no Kyoushitsu,OVA,2,2,On-Hold
Shonan Junai Gumi!,OVA,5,5,On-Hold
Shoubushi Densetsu Tetsuya,TV,20,20,On-Hold
Shoujo Auction,OVA,2,2,On-Hold
Shoujo Kakumei Utena,TV,39,39,On-Hold
Shoujo Kakumei Utena: Adolescence Mokushiroku,Movie,1,1,On-Hold
Shoujo kara Shoujo e...,OVA,2,2,On-Hold
Shoujo Koakuma Kei,OVA,1,1,On-Hold
Shoujo Kyouiku,OVA,2,2,On-Hold
Shoujo Ramune,OVA,4,4,On-Hold
Shoujo Sect,OVA,3,3,On-Hold
Shoujo Senki Brain Jacker,OVA,2,2,On-Hold
Shoujo Senki Soul Eater,OVA,1,1,On-Hold
Shoujo Shuumatsu Ryokou,TV,12,12,On-Hold
Shoujo x Shoujo x Shoujo The Animation,OVA,2,2,On-Hold
Shoujo-tachi no Sadism The Animation,OVA,2,2,On-Hold
Shoujo?Kageki Revue Starlight,TV,12,12,On-Hold
Shoukoku no Altair,TV,24,24,On-Hold
Shoukoujo The Animation,OVA,2,2,On-Hold
Shoumetsu Toshi,TV,12,12,Watching
Shounen Maid Kuuro-kun: Tenshi no Uta,OVA,1,1,On-Hold
Shounen Onmyouji,TV,26,26,On-Hold
Shouwa Genroku Rakugo Shinjuu,TV,13,13,On-Hold
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV,12,12,On-Hold
Show By Rock!! Mashumairesh!!,TV,12,12,Watching
Shownoid Mako-chan,OVA,2,2,On-Hold
Shuffle!,TV,24,24,On-Hold
Shuffle! Memories,TV,12,12,On-Hold
Shuffle! Prologue,OVA,1,1,On-Hold
Shujii no Inbou,OVA,2,0,Dropped
Shukufuku no Campanella,TV,12,12,On-Hold
Shusaku,OVA,3,3,On-Hold
Shusaku Liberty,OVA,2,2,On-Hold
Shusaku Replay,OVA,4,4,On-Hold
Shuudan Chikan Densha,OVA,2,2,On-Hold
Shuukaku no Yoru,OVA,2,2,On-Hold
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,TV,12,12,On-Hold
Shuumatsu no Izetta,TV,12,12,On-Hold
Sidonia no Kishi,TV,12,12,On-Hold
Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,12,12,On-Hold
Silent Chaser Kagami,OVA,1,0,Dropped
Silent Möbius,TV,26,26,On-Hold
Silent Möbius 2,Movie,1,1,On-Hold
Silent Möbius: The Motion Picture,Movie,1,1,On-Hold
Simoun,TV,26,26,On-Hold
Sin in the Rain,OVA,1,1,On-Hold
Sin: Nanatsu no Taizai,TV,12,12,On-Hold
Sinbad: Soratobu Hime to Himitsu no Shima,Movie,1,0,Dropped
Sinkan,OVA,1,1,On-Hold
Sirius,TV,12,12,On-Hold
Sirius no Densetsu,Movie,1,1,On-Hold
Sister Princess,TV,26,26,On-Hold
Sister Princess: Re Pure,TV,13,13,On-Hold
Skate-Leading?Stars,TV,0,0,Plan to Watch
SKET Dance,TV,77,77,On-Hold
Skull Man,TV,13,13,On-Hold
Sky Girls,TV,26,26,On-Hold
Sky Girls Specials,Special,9,9,On-Hold
Slam Dunk,TV,101,101,On-Hold
Slayers,TV,26,26,On-Hold
Slayers Evolution-R,TV,13,13,On-Hold
Slayers Excellent,OVA,3,3,On-Hold
Slayers Gorgeous,Movie,1,1,On-Hold
Slayers Great,Movie,1,1,On-Hold
Slayers Next,TV,26,26,On-Hold
Slayers Premium,Movie,1,1,On-Hold
Slayers Return,Movie,1,1,On-Hold
Slayers Revolution,TV,13,13,On-Hold
Slayers Special,OVA,3,3,On-Hold
Slayers Try,TV,26,26,On-Hold
Slayers: The Motion Picture,Movie,1,1,On-Hold
Slow Start,TV,12,12,Watching
So Ra No Wo To,TV,12,12,On-Hold
So Ra No Wo To Specials,Special,2,2,On-Hold
Soap no Moko-chan,OVA,1,1,On-Hold
Softenni,TV,12,12,On-Hold
Sol Bianca: Taiyou no Fune,OVA,6,6,On-Hold
Sola,TV,13,13,On-Hold
Sola Specials,Special,2,2,On-Hold
Solty Rei,TV,24,24,On-Hold
"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.",Special,1,1,On-Hold
Somali to Mori no Kamisama,TV,12,12,Watching
Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,OVA,1,1,On-Hold
"Sora no Iro, Mizu no Iro",OVA,2,2,On-Hold
Sora no Manimani,TV,12,12,On-Hold
Sora no Manimani Specials,Special,3,3,On-Hold
Sora no Method,TV,13,13,On-Hold
Sora no Method: Aru Shoujo no Kyuujitsu?,Special,1,1,On-Hold
Sora no Otoshimono,TV,13,13,On-Hold
Sora no Otoshimono: Forte,TV,12,12,On-Hold
Sora no Otoshimono: Project Pink,OVA,1,1,On-Hold
Sora no Otoshimono: Tokeijikake no Angeloid,Movie,1,1,On-Hold
Sora to Umi no Aida,TV,12,12,On-Hold
Sora wo Kakeru Shoujo,TV,26,26,On-Hold
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,TV,9,9,On-Hold
Sora yori mo Tooi Basho,TV,13,13,On-Hold
Soredemo Machi wa Mawatteiru,TV,12,12,On-Hold
Soredemo Sekai wa Utsukushii,TV,12,12,On-Hold
Soreyuke Marin-chan,OVA,3,3,On-Hold
Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),TV,26,26,On-Hold
Soshite Watashi wa Ojisan ni...,OVA,0,1,On-Hold
Soujuu Senshi Psychic Wars,OVA,1,1,On-Hold
Soukan Rensa,OVA,1,0,Dropped
Soukan Yuugi,OVA,2,2,On-Hold
Soukan Yuugi 2,OVA,2,2,On-Hold
Soukihei MD Geist,OVA,1,1,On-Hold
Soukou Kihei Votoms,TV,52,52,On-Hold
Soukou Kihei Votoms: Big Battle,OVA,1,1,On-Hold
Soukou Kihei Votoms: Case;Irvine,OVA,1,1,On-Hold
Soukou Kihei Votoms: Genei-hen,OVA,6,6,On-Hold
Soukou Kihei Votoms: Kakuyaku taru Itan,OVA,5,5,On-Hold
Soukou Kihei Votoms: Koei Futatabi,OVA,1,1,On-Hold
Soukou Kihei Votoms: Pailsen Files,OVA,12,12,On-Hold
Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,OVA,1,1,On-Hold
Soukou Kihei Votoms: The Last Red Shoulder,OVA,1,1,On-Hold
Soukou no Strain,TV,13,13,On-Hold
Soukyuu no Fafner: Arcadian Memory,OVA,2,1,On-Hold
Soukyuu no Fafner: Dead Aggressor,TV,25,25,On-Hold
Soukyuu no Fafner: Dead Aggressor - Exodus,TV,13,13,On-Hold
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,TV,13,13,On-Hold
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,Movie,1,1,On-Hold
Soukyuu no Fafner: Right of Left - Single Program,Special,1,1,On-Hold
Soul Eater,TV,51,51,On-Hold
Soul Eater NOT!,TV,12,12,On-Hold
Soul Link,TV,12,0,Dropped
Sounan Desu ka?,TV,12,12,Watching
Souryuuden,OVA,12,12,On-Hold
Sousei Kishi Gaiarth,OVA,3,3,On-Hold
Sousei no Aquarion,TV,26,26,On-Hold
Sousei no Onmyouji,TV,50,50,On-Hold
Soushi Souai: Junai Mellow yori,OVA,1,1,On-Hold
Soushisouai Note The Animation,OVA,2,2,On-Hold
Soushitsukyou,OVA,1,1,On-Hold
Souten Kouro,TV,26,26,On-Hold
Souten no Ken,TV,22,22,On-Hold
Souten no Ken Specials,Special,4,4,On-Hold
Souten no Ken: Regenesis,ONA,12,12,On-Hold
Souten no Ken: Regenesis 2nd Season,ONA,12,12,On-Hold
Space Adventure Cobra,Movie,1,1,On-Hold
Space Bug,TV,26,26,On-Hold
Space Cobra,TV,31,31,On-Hold
Space Cobra Pilot,Special,1,1,On-Hold
Space Fantasia 2001 Nights,OVA,1,1,On-Hold
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,OVA,13,13,On-Hold
Space?Dandy,TV,13,13,On-Hold
Space?Dandy 2nd Season,TV,13,13,On-Hold
Spaceship Agga Ruter,OVA,4,4,On-Hold
Special A,TV,24,24,On-Hold
Spectral Force,OVA,2,0,Dropped
Spectral Force Chronicle Divergence,OVA,1,0,Dropped
Speed Grapher,TV,24,24,On-Hold
Spiral Over,OVA,1,0,Dropped
Spirit of Wonder: China-san no Yuuutsu,OVA,1,1,On-Hold
Spirit of Wonder: China-san Tanpenshuu,Special,3,3,On-Hold
Spirit of Wonder: Shounen Kagaku Club,OVA,2,2,On-Hold
Spocon!,OVA,2,2,On-Hold
Spotlight,OVA,2,2,On-Hold
Spriggan,Movie,1,1,On-Hold
SSSS.Gridman,TV,12,12,On-Hold
Stainless Night,OVA,2,2,On-Hold
Stairs: Houkago no Album,OVA,1,0,Dropped
Stand My Heroes: Piece of Truth,TV,12,12,Watching
Star Driver the Movie,Movie,1,1,On-Hold
Star Driver: Kagayaki no Takuto,TV,25,25,On-Hold
Star Ocean EX,TV,26,26,On-Hold
Star?Twinkle Precure,TV,49,49,Watching
Starless: 21st Century Nymphomaniacs,OVA,4,4,On-Hold
Starmyu,TV,12,12,Watching
Starmyu 2nd Season,TV,12,12,Watching
Starmyu 3rd Season,TV,12,12,Watching
Starship Operators,TV,13,13,On-Hold
Steamboy,Movie,1,1,On-Hold
Steins;Gate,TV,24,24,On-Hold
Steins;Gate 0,TV,23,23,On-Hold
Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio,Special,1,1,On-Hold
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Movie,1,1,On-Hold
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Special,1,1,On-Hold
Steins;Gate: Oukoubakko no Poriomania,Special,1,1,On-Hold
Stella Jogakuin Koutou-ka C³-bu,TV,13,13,On-Hold
Stella no Mahou,TV,12,12,On-Hold
Stella no Mahou Specials,Special,2,2,On-Hold
Strait Jacket,OVA,3,3,On-Hold
Strange Dawn,TV,13,13,On-Hold
Stranger: Mukou Hadan,Movie,1,1,On-Hold
Stratos 4,TV,13,13,On-Hold
Stratosphera no Yousei,OVA,3,3,On-Hold
Strawberry Panic,TV,26,26,On-Hold
Street Fighter II Movie,Movie,1,1,On-Hold
Street Fighter Zero The Animation,Movie,1,1,On-Hold
Stretta The Animation,OVA,2,2,On-Hold
Strike the Blood,TV,24,24,On-Hold
Strike the Blood II,OVA,8,0,Plan to Watch
Strike the Blood III,OVA,10,0,Plan to Watch
Strike the Blood IV,OVA,12,0,Plan to Watch
Strike Witches,TV,12,12,On-Hold
Strike Witches 2,TV,12,12,On-Hold
Strike Witches: 501 Butai Hasshin Shimasu!,TV,12,12,Watching
Stringendo+Accelerando Ultimatum Sera,OVA,3,3,On-Hold
